Date,FuzzedDescription,UnitsSold,PricePerUnitPounds,RevenuePounds,K-Means_Cluster,DBScan,HDBScan,Spectral-Cluster
2010-01-14,box of 24 cocktail parasols,2,0.42,0.84,11,1,9,11
2010-01-14,ceramic cake bowl hanging cakes,5,13.71,68.55,7,1,12,8
2010-01-14,ceramic cake design spotted mug,26,1.96,50.96,6,2,5,6
2010-01-14,charlotte bag pinkwhite spots,7,1.46,10.22,5,0,8,5
2010-01-14,charlotte bag suki design,6,1.6600000000000001,9.96,5,0,8,5
2010-01-14,childs apron spaceboy design,15,2.7,40.5,8,-1,-1,1
2010-01-14,chocolate this way metal sign,15,2.8,42.0,4,4,0,0
2010-01-14,colour glass tlight holder hanging,2,5.06,10.12,7,1,12,8
2010-01-14,cook with wine metal sign,2,4.21,8.42,4,4,0,0
2010-01-14,cream cupid hearts coat hanger,2,3.25,6.5,7,1,12,8
2010-01-14,cream heart card holder,74,3.5,259.0,2,1,11,2
2010-01-14,door mat 3 smiley cats,5,9.02,45.1,10,5,1,3
2010-01-14,door mat fairy cake,8,9.02,72.16,10,5,1,3
2010-01-14,door mat new england,6,6.75,40.5,10,5,1,3
2010-01-14,door mat union flag,69,7.3,503.7,10,5,1,3
2010-01-14,doormat hearts,6,8.11,48.66,10,5,1,3
2010-01-14,doormat union jack guns and roses,3,11.3,33.9,10,5,1,3
2010-01-14,edwardian parasol black,43,5.2,223.6,11,1,9,11
2010-01-14,edwardian parasol natural,57,5.2,296.4,11,1,9,11
2010-01-14,fairy cake notebook a5 size,28,0.75,21.0,1,3,2,9
2010-01-14,fancy font birthday card,87,0.5,43.5,11,1,-1,11
2010-01-14,feltcraft 6 flower friends,6,2.1,12.6,12,1,10,2
2010-01-14,feltcraft butterfly hearts,13,2.4,31.2,12,1,10,2
2010-01-14,feltcraft doll rosie,4,5.91,23.64,12,1,10,2
2010-01-14,gin tonic diet metal sign,48,1.85,88.8,4,4,0,0
2010-01-14,grand chocolatecandle,37,3.79,140.23,4,4,0,0
2010-01-14,grey floral feltcraft shoulder bag,6,6.33,37.98,12,1,10,2
2010-01-14,hand over the chocolate sign,17,2.63,44.71,4,4,0,0
2010-01-14,hanging heart zinc tlight holder,182,2.1,382.2,7,1,12,8
2010-01-14,hanging jam jar tlight holder,228,0.81,184.68,7,1,12,8
2010-01-14,heart filigree dove small,101,1.56,157.56,2,1,-1,2
2010-01-14,heart ivory trellis small,49,1.67,81.83,2,1,11,2
2010-01-14,home sweet home metal sign,1,5.91,5.91,4,4,0,0
2010-01-14,hook 3 hanger magic garden,10,2.68,26.8,7,1,12,8
2010-01-14,hook 5 hanger magic toadstool,19,2.5,47.5,7,1,12,8
2010-01-14,hot baths metal sign,20,2.63,52.6,4,4,0,0
2010-01-14,hot water bottle tea and sympathy,49,5.4,264.6,12,1,-1,2
2010-01-14,i can only please one person mug,12,1.25,15.0,6,2,5,6
2010-01-14,ivory hanging decoration heart,65,1.01,65.65,7,1,12,8
2010-01-14,jumbo bag baroque black white,110,1.94,213.4,5,0,8,5
2010-01-14,jumbo bag pink vintage paisley,119,2.2800000000000002,271.32,5,0,8,5
2010-01-14,jumbo bag scandinavian paisley,105,1.88,197.4,5,0,8,5
2010-01-14,jumbo bag strawberry,24,2.4,57.6,5,0,8,5
2010-01-14,jumbo bag toys,143,2.67,381.81,5,0,8,5
2010-01-14,jumbo storage bag skulls,128,2.79,357.12,5,0,8,5
2010-01-14,key fob shed,21,0.85,17.85,4,4,0,0
2010-01-14,ladies gentlemen metal sign,31,3.18,98.58,4,4,0,0
2010-01-14,large heart measuring spoons,48,1.56,74.88,2,1,11,2
2010-01-14,love building block word,49,7.18,351.82,2,1,11,8
2010-01-14,lovebird hanging decoration white,18,1.46,26.28,7,1,12,8
2010-01-14,lunch bag black skull,110,1.55,170.5,8,0,8,1
2010-01-14,lunch bag red spotty,112,2.88,322.56,3,0,8,7
2010-01-14,lunchbox with cutlery retrospot,53,2.45,129.85,6,2,5,6
2010-01-14,mini cake stand hanging strawbery,2,1.65,3.3,7,1,12,8
2010-01-14,no singing metal sign,20,3.16,63.2,4,4,0,0
2010-01-14,pack of 12 hearts design tissues,135,0.44,59.4,1,3,2,9
2010-01-14,pack of 60 dinosaur cake cases,56,0.84,47.04,1,3,2,9
2010-01-14,pack of 60 mushroom cake cases,24,0.55,13.2,1,3,2,9
2010-01-14,pack of 60 pink paisley cake cases,59,0.86,50.74,1,3,2,9
2010-01-14,pack of 72 retro spot cake cases,31,0.99,30.69,1,3,2,9
2010-01-14,pack of 72 skull cake cases,5,0.92,4.6,1,3,2,9
2010-01-14,paper chain kit retro spot,19,3.69,70.11,0,2,6,4
2010-01-14,party bunting,1,8.47,8.47,0,1,-1,10
2010-01-14,party metal sign,2,1.45,2.9,4,4,0,0
2010-01-14,pink 3 piece mini dots cutlery set,112,3.7199999999999998,416.64,9,2,6,4
2010-01-14,pink doughnut trinket pot,25,2.22,55.5,2,1,11,2
2010-01-14,pink fairy cake childs apron,67,2.44,163.48,1,3,2,9
2010-01-14,pottering in the shed metal sign,4,1.9500000000000002,7.8,4,4,0,0
2010-01-14,potting shed tea mug,12,1.25,15.0,6,2,5,6
2010-01-14,red gingham rose jewellery box,2,3.36,6.72,2,1,-1,2
2010-01-14,red spot ceramic drawer knob,34,1.75,59.5,6,2,5,6
2010-01-14,red spotty biscuit tin,12,6.11,73.32,3,0,7,7
2010-01-14,red spotty bowl,11,2.9,31.9,3,0,7,7
2010-01-14,red spotty charlotte bag,4,1.6600000000000001,6.64,5,0,8,5
2010-01-14,red spotty oven glove double,29,2.8,81.2,3,0,7,7
2010-01-14,red spotty round cake tins,13,12.21,158.73,3,0,7,7
2010-01-14,red spotty shopper bag,28,2.17,60.76,3,0,8,7
2010-01-14,red toadstool led night light,4,3.36,13.44,7,1,-1,8
2010-01-14,retro spot cake stand,7,10.95,76.65,6,2,5,6
2010-01-14,retro spot large milk jug,7,7.5600000000000005,52.92,6,2,5,6
2010-01-14,retro spot small milk jug,12,3.18,38.16,6,2,5,6
2010-01-14,retro spot storage jar,14,5.68,79.52,6,2,5,6
2010-01-14,retro spot sugar jam bowl,11,3.18,34.98,6,2,5,6
2010-01-14,retro spot tea set ceramic 11 pc,6,4.95,29.7,6,2,5,6
2010-01-14,retro spot traditional teapot,6,12.46,74.76,6,2,5,6
2010-01-14,retro spots butter dish,31,5.6,173.6,6,2,5,6
2010-01-14,rex cashcarry jumbo shopper,2,0.9500000000000001,1.9,5,0,8,5
2010-01-14,ribbon reel spots design,18,1.99,35.82,0,2,6,4
2010-01-14,round container set of 5 retrospot,8,2.08,16.64,6,2,5,6
2010-01-14,round snack boxes set 4 fruits,18,3.44,61.92,9,2,-1,4
2010-01-14,round snack boxes set4 woodland,20,3.94,78.8,9,2,-1,4
2010-01-14,scottie dog hot water bottle,33,5.71,188.43,12,1,-1,2
2010-01-14,set 12 retro white chalk sticks,2,0.81,1.62,0,2,-1,4
2010-01-14,set of 3 heart cookie cutters,82,1.3900000000000001,113.98,2,1,11,2
2010-01-14,set of 36 paisley flower doilies,2,2.22,4.44,9,2,6,4
2010-01-14,set of 36 teatime paper doilies,6,1.96,11.76,9,2,6,4
2010-01-14,set of 72 pink heart paper doilies,25,2.22,55.5,9,2,6,4
2010-01-14,set of 72 retro spot paper doilies,20,2.06,41.2,9,2,6,4
2010-01-14,set10 pink spotty party candles,72,1.25,90.0,3,0,7,7
2010-01-14,set2 red spotty tea towels,45,2.95,132.75,3,0,7,7
2010-01-14,set20 red spotty paper napkins,139,0.9400000000000001,130.66,3,0,7,7
2010-01-14,set5 red spotty lid glass bowls,12,3.94,47.28,3,0,7,7
2010-01-14,set6 purple butterfly tlights,13,3.16,41.08,7,1,12,8
2010-01-14,set6 red spotty paper cups,6,0.65,3.9,3,0,7,7
2010-01-14,skull shoulder bag,361,1.55,559.55,8,0,8,1
2010-01-14,skulls water transfer tattoos,1,1.6600000000000001,1.6600000000000001,8,0,4,1
2010-01-14,space boy birthday card,26,0.7000000000000001,18.2,11,1,-1,11
2010-01-14,strawberry ceramic trinket box,66,1.79,118.14,2,1,-1,2
2010-01-14,strawberry charlotte bag,13,1.46,18.98,5,0,8,5
2010-01-14,strawberry lunchbox with cutlery,9,3.39,30.51,9,2,6,4
2010-01-14,swallows greeting card,25,0.56,14.0,11,1,9,11
2010-01-14,tea bag plate red spotty,13,1.12,14.56,3,0,7,7
2010-01-14,tea party birthday card,14,0.63,8.82,11,1,9,11
2010-01-14,tea time tea towels,14,2.95,41.3,9,0,-1,4
2010-01-14,toilet metal sign,14,0.92,12.88,4,4,0,0
2010-01-14,victorian glass hanging tlight,12,1.25,15.0,7,1,12,8
2010-01-14,victorian sewing box large,3,9.34,28.02,2,1,-1,11
2010-01-14,vintage heads and tails card game,5,2.09,10.45,11,1,9,11
2010-01-14,vintage snap cards,14,1.12,15.68,11,1,-1,11
2010-01-14,vintage union jack bunting,13,11.33,147.29,11,1,-1,11
2010-01-14,vintage union jack cushion cover,5,7.82,39.1,11,1,9,11
2010-01-14,weekend bag vintage rose paisley,42,7.65,321.3,5,0,8,5
2010-01-14,white hanging heart tlight holder,374,2.88,1077.12,7,1,12,8
2010-01-14,white spot red ceramic drawer knob,12,1.25,15.0,6,2,5,6
2010-01-14,wood 2 drawer cabinet white finish,35,5.15,180.25,0,1,3,10
2010-01-14,wood s3 cabinet ant white finish,36,7.96,286.56,0,1,3,10
2010-01-14,wooden frame antique white,77,3.07,236.39,0,1,3,10
2010-01-14,wooden happy birthday garland,1,5.91,5.91,0,1,3,10
2010-01-14,wooden picture frame white finish,95,2.22,210.9,0,1,3,10
2010-01-14,woodland charlotte bag,2,1.6600000000000001,3.32,5,0,8,5
2010-01-14,zinc metal heart decoration,52,1.67,86.84,7,1,12,8
2010-01-15,12 pencils small tube red spotty,2,0.65,1.3,3,0,7,7
2010-01-15,60 teatime fairy cake cases,289,0.52,150.28,1,3,2,9
2010-01-15,72 sweetheart fairy cake cases,277,0.51,141.27,1,3,2,9
2010-01-15,antique silver tea glass etched,6,1.25,7.5,0,1,-1,10
2010-01-15,assorted colour bird ornament,8,1.69,13.52,7,1,-1,8
2010-01-15,baking set 9 piece retrospot,11,4.95,54.45,6,2,5,6
2010-01-15,bathroom metal sign,250,0.42,105.0,4,4,0,0
2010-01-15,blue happy birthday bunting,18,5.45,98.1,0,1,-1,10
2010-01-15,blue spotty cup,8,0.85,6.8,3,0,7,7
2010-01-15,charlotte bag pinkwhite spots,21,0.85,17.85,5,0,8,5
2010-01-15,charlotte bag suki design,10,0.85,8.5,5,0,8,5
2010-01-15,childs apron spaceboy design,8,1.9500000000000002,15.6,8,-1,-1,1
2010-01-15,cream cupid hearts coat hanger,2,3.25,6.5,7,1,12,8
2010-01-15,cream heart card holder,50,3.48,174.0,2,1,11,2
2010-01-15,door mat 3 smiley cats,20,5.95,119.0,10,5,1,3
2010-01-15,door mat new england,9,6.75,60.75,10,5,1,3
2010-01-15,door mat union flag,1,6.75,6.75,10,5,1,3
2010-01-15,doormat union jack guns and roses,4,6.75,27.0,10,5,1,3
2010-01-15,edwardian parasol black,36,4.95,178.2,11,1,9,11
2010-01-15,edwardian parasol natural,36,4.95,178.2,11,1,9,11
2010-01-15,feltcraft 6 flower friends,6,2.1,12.6,12,1,10,2
2010-01-15,grey floral feltcraft shoulder bag,1,3.75,3.75,12,1,10,2
2010-01-15,hanging heart zinc tlight holder,66,2.19,144.54,7,1,12,8
2010-01-15,heart filigree dove small,5,1.25,6.25,2,1,-1,2
2010-01-15,heart ivory trellis small,24,1.25,30.0,2,1,11,2
2010-01-15,hook 5 hanger magic toadstool,12,1.65,19.8,7,1,12,8
2010-01-15,hot water bottle tea and sympathy,4,3.95,15.8,12,1,-1,2
2010-01-15,jumbo bag baroque black white,50,1.65,82.5,5,0,8,5
2010-01-15,jumbo bag pink vintage paisley,100,1.65,165.0,5,0,8,5
2010-01-15,jumbo bag scandinavian paisley,100,1.65,165.0,5,0,8,5
2010-01-15,jumbo bag toys,10,1.9500000000000002,19.5,5,0,8,5
2010-01-15,jumbo storage bag skulls,20,1.9500000000000002,39.0,5,0,8,5
2010-01-15,large heart measuring spoons,40,1.12,44.8,2,1,11,2
2010-01-15,love building block word,13,5.95,77.35,2,1,11,8
2010-01-15,lunch bag black skull,10,1.65,16.5,8,0,8,1
2010-01-15,lunch bag cars blue,10,1.65,16.5,8,0,8,1
2010-01-15,lunch bag red spotty,10,1.65,16.5,3,0,8,7
2010-01-15,lunchbox with cutlery retrospot,48,2.18,104.64,6,2,5,6
2010-01-15,pack 20 english rose paper napkins,1,0.85,0.85,9,2,6,4
2010-01-15,pack of 12 hearts design tissues,12,0.29,3.48,1,3,2,9
2010-01-15,pack of 72 retro spot cake cases,48,0.55,26.4,1,3,2,9
2010-01-15,pack of 72 skull cake cases,264,0.48,126.72,1,3,2,9
2010-01-15,paper bunting retro spots,30,2.95,88.5,0,2,6,4
2010-01-15,party bunting,36,4.65,167.4,0,1,-1,10
2010-01-15,pink 3 piece mini dots cutlery set,18,3.75,67.5,9,2,6,4
2010-01-15,pottering in the shed metal sign,12,1.9500000000000002,23.4,4,4,0,0
2010-01-15,red gingham rose jewellery box,16,1.65,26.4,2,1,-1,2
2010-01-15,red spotty charlotte bag,10,0.85,8.5,5,0,8,5
2010-01-15,red spotty oven glove double,32,2.1,67.2,3,0,7,7
2010-01-15,red spotty round cake tins,1,9.95,9.95,3,0,7,7
2010-01-15,red spotty shopper bag,16,1.6800000000000002,26.88,3,0,8,7
2010-01-15,red toadstool led night light,52,1.65,85.8,7,1,-1,8
2010-01-15,retro spot cake stand,7,10.95,76.65,6,2,5,6
2010-01-15,retro spot large milk jug,15,2.48,37.2,6,2,5,6
2010-01-15,retro spot small milk jug,6,2.55,15.3,6,2,5,6
2010-01-15,retro spot storage jar,16,3.75,60.0,6,2,5,6
2010-01-15,retro spot tea set ceramic 11 pc,6,4.95,29.7,6,2,5,6
2010-01-15,retro spot traditional teapot,8,7.95,63.6,6,2,5,6
2010-01-15,retro spots butter dish,24,4.72,113.28,6,2,5,6
2010-01-15,rex cashcarry jumbo shopper,5,0.9500000000000001,4.75,5,0,8,5
2010-01-15,ribbon reel spots design,20,1.65,33.0,0,2,6,4
2010-01-15,round snack boxes set 4 fruits,7,2.95,20.65,9,2,-1,4
2010-01-15,round snack boxes set4 woodland,6,2.95,17.7,9,2,-1,4
2010-01-15,scottie dog hot water bottle,3,4.95,14.85,12,1,-1,2
2010-01-15,set 12 retro white chalk sticks,288,0.36,103.68,0,2,-1,4
2010-01-15,set of 3 heart cookie cutters,61,1.25,76.25,2,1,11,2
2010-01-15,set of 36 teatime paper doilies,1,1.45,1.45,9,2,6,4
2010-01-15,set of 72 retro spot paper doilies,12,1.45,17.4,9,2,6,4
2010-01-15,set10 pink spotty party candles,24,1.25,30.0,3,0,7,7
2010-01-15,set2 red spotty tea towels,6,2.95,17.7,3,0,7,7
2010-01-15,set20 red spotty paper napkins,211,0.8,168.8,3,0,7,7
2010-01-15,set5 red spotty lid glass bowls,7,2.95,20.65,3,0,7,7
2010-01-15,set6 purple butterfly tlights,12,2.1,25.2,7,1,12,8
2010-01-15,set6 red spotty paper cups,85,0.75,63.75,3,0,7,7
2010-01-15,skull shoulder bag,330,1.48,488.4,8,0,8,1
2010-01-15,skulls water transfer tattoos,4,0.85,3.4,8,0,4,1
2010-01-15,small glass heart trinket pot,1,2.1,2.1,2,1,11,2
2010-01-15,space boy birthday card,24,0.42,10.08,11,1,-1,11
2010-01-15,strawberry ceramic trinket box,108,1.19,128.52,2,1,-1,2
2010-01-15,strawberry lunchbox with cutlery,12,2.55,30.6,9,2,6,4
2010-01-15,swallows greeting card,24,0.42,10.08,11,1,9,11
2010-01-15,tea party birthday card,12,0.42,5.04,11,1,9,11
2010-01-15,victorian glass hanging tlight,24,1.25,30.0,7,1,12,8
2010-01-15,vintage heads and tails card game,24,1.25,30.0,11,1,9,11
2010-01-15,vintage snap cards,12,0.85,10.2,11,1,-1,11
2010-01-15,vintage union jack bunting,2,8.5,17.0,11,1,-1,11
2010-01-15,vintage union jack cushion cover,10,4.95,49.5,11,1,9,11
2010-01-15,weekend bag vintage rose paisley,34,7.04,239.36,5,0,8,5
2010-01-15,white hanging heart tlight holder,162,2.67,432.54,7,1,12,8
2010-01-15,white spot red ceramic drawer knob,12,1.25,15.0,6,2,5,6
2010-01-15,wood 2 drawer cabinet white finish,31,5.24,162.44,0,1,3,10
2010-01-15,wood s3 cabinet ant white finish,29,7.24,209.96,0,1,3,10
2010-01-15,wooden frame antique white,57,2.62,149.34,0,1,3,10
2010-01-15,wooden picture frame white finish,57,2.18,124.26,0,1,3,10
2010-01-15,woodland charlotte bag,20,0.85,17.0,5,0,8,5
2010-01-15,world war 2 gliders asstd designs,48,0.21,10.08,11,1,9,11
2010-01-15,zinc metal heart decoration,60,1.25,75.0,7,1,12,8
2010-01-17,12 pencils tall tube posy,30,0.85,25.5,9,0,-1,7
2010-01-17,12 pencils tall tube woodland,16,0.85,13.6,9,0,-1,7
2010-01-17,3 stripey mice feltcraft,3,1.9500000000000002,5.85,12,1,10,2
2010-01-17,60 teatime fairy cake cases,24,0.55,13.2,1,3,2,9
2010-01-17,72 sweetheart fairy cake cases,49,0.55,26.95,1,3,2,9
2010-01-17,antique silver tea glass etched,42,1.25,52.5,0,1,-1,10
2010-01-17,bag 500g swirly marbles,2,0.85,1.7000000000000002,5,0,8,5
2010-01-17,bathroom metal sign,10,0.73,7.3,4,4,0,0
2010-01-17,blue happy birthday bunting,15,5.45,81.75,0,1,-1,10
2010-01-17,blue spotty cup,11,0.85,9.35,3,0,7,7
2010-01-17,charlotte bag pinkwhite spots,40,0.85,34.0,5,0,8,5
2010-01-17,charlotte bag suki design,14,0.85,11.9,5,0,8,5
2010-01-17,childs apron spaceboy design,31,1.9500000000000002,60.45,8,-1,-1,1
2010-01-17,chocolate this way metal sign,1,2.1,2.1,4,4,0,0
2010-01-17,cream cupid hearts coat hanger,3,3.25,9.75,7,1,12,8
2010-01-17,cream heart card holder,58,3.64,211.12,2,1,11,2
2010-01-17,door mat union flag,6,6.75,40.5,10,5,1,3
2010-01-17,doormat hearts,1,6.75,6.75,10,5,1,3
2010-01-17,doormat union jack guns and roses,4,6.75,27.0,10,5,1,3
2010-01-17,edwardian parasol black,18,4.95,89.1,11,1,9,11
2010-01-17,edwardian parasol natural,18,4.95,89.1,11,1,9,11
2010-01-17,fairy cake notebook a5 size,28,0.64,17.92,1,3,2,9
2010-01-17,fancy font birthday card,12,0.42,5.04,11,1,-1,11
2010-01-17,feltcraft 6 flower friends,16,2.1,33.6,12,1,10,2
2010-01-17,feltcraft butterfly hearts,40,1.4,56.0,12,1,10,2
2010-01-17,feltcraft doll rosie,2,2.95,5.9,12,1,10,2
2010-01-17,four hook white lovebirds,7,2.1,14.7,7,1,-1,8
2010-01-17,gin tonic diet metal sign,6,2.1,12.6,4,4,0,0
2010-01-17,grand chocolatecandle,27,1.45,39.15,4,4,0,0
2010-01-17,grey floral feltcraft shoulder bag,2,3.75,7.5,12,1,10,2
2010-01-17,hand over the chocolate sign,3,2.1,6.3,4,4,0,0
2010-01-17,hanging heart zinc tlight holder,148,1.83,270.84,7,1,12,8
2010-01-17,heart ivory trellis small,48,1.25,60.0,2,1,11,2
2010-01-17,home sweet home metal sign,1,2.95,2.95,4,4,0,0
2010-01-17,hook 3 hanger magic garden,36,1.9500000000000002,70.2,7,1,12,8
2010-01-17,hook 5 hanger magic toadstool,24,1.65,39.6,7,1,12,8
2010-01-17,hot baths metal sign,2,2.1,4.2,4,4,0,0
2010-01-17,ivory hanging decoration heart,40,0.85,34.0,7,1,12,8
2010-01-17,jumbo bag baroque black white,50,1.65,82.5,5,0,8,5
2010-01-17,jumbo bag pink vintage paisley,6,1.9500000000000002,11.7,5,0,8,5
2010-01-17,jumbo bag scandinavian paisley,5,1.9500000000000002,9.75,5,0,8,5
2010-01-17,jumbo bag strawberry,1,1.9500000000000002,1.9500000000000002,5,0,8,5
2010-01-17,jumbo storage bag skulls,11,1.9500000000000002,21.45,5,0,8,5
2010-01-17,key fob shed,18,0.65,11.7,4,4,0,0
2010-01-17,large heart measuring spoons,2,0.85,1.7000000000000002,2,1,11,2
2010-01-17,love building block word,12,5.95,71.4,2,1,11,8
2010-01-17,lunch bag black skull,21,1.65,34.65,8,0,8,1
2010-01-17,lunch bag cars blue,24,1.65,39.6,8,0,8,1
2010-01-17,lunch bag red spotty,24,1.65,39.6,3,0,8,7
2010-01-17,lunch bag woodland,30,1.65,49.5,8,0,8,1
2010-01-17,lunchbox with cutlery retrospot,38,2.23,84.74,6,2,5,6
2010-01-17,no singing metal sign,1,2.1,2.1,4,4,0,0
2010-01-17,pack 20 english rose paper napkins,24,0.85,20.4,9,2,6,4
2010-01-17,pack of 12 hearts design tissues,96,0.29,27.84,1,3,2,9
2010-01-17,pack of 72 retro spot cake cases,108,0.55,59.4,1,3,2,9
2010-01-17,pack of 72 skull cake cases,98,0.55,53.9,1,3,2,9
2010-01-17,paper bunting retro spots,18,2.95,53.1,0,2,6,4
2010-01-17,paper chain kit retro spot,18,2.95,53.1,0,2,6,4
2010-01-17,party bunting,15,4.65,69.75,0,1,-1,10
2010-01-17,party metal sign,5,1.45,7.25,4,4,0,0
2010-01-17,pink 3 piece mini dots cutlery set,221,3.5300000000000002,780.13,9,2,6,4
2010-01-17,pink fairy cake childs apron,38,1.9500000000000002,74.1,1,3,2,9
2010-01-17,pottering in the shed metal sign,3,1.9500000000000002,5.85,4,4,0,0
2010-01-17,potting shed tea mug,2,1.25,2.5,6,2,5,6
2010-01-17,red gingham rose jewellery box,8,1.65,13.2,2,1,-1,2
2010-01-17,red spot ceramic drawer knob,50,1.25,62.5,6,2,5,6
2010-01-17,red spotty bowl,16,1.25,20.0,3,0,7,7
2010-01-17,red spotty charlotte bag,50,0.85,42.5,5,0,8,5
2010-01-17,red spotty oven glove double,33,1.6800000000000002,55.44,3,0,7,7
2010-01-17,red spotty round cake tins,1,9.95,9.95,3,0,7,7
2010-01-17,red spotty shopper bag,25,1.25,31.25,3,0,8,7
2010-01-17,retro spot cake stand,8,10.95,87.6,6,2,5,6
2010-01-17,retro spot large milk jug,4,4.95,19.8,6,2,5,6
2010-01-17,retro spot small milk jug,12,2.55,30.6,6,2,5,6
2010-01-17,retro spot sugar jam bowl,7,2.55,17.85,6,2,5,6
2010-01-17,retro spot tea set ceramic 11 pc,3,4.95,14.85,6,2,5,6
2010-01-17,retro spot traditional teapot,7,7.95,55.65,6,2,5,6
2010-01-17,retro spots butter dish,3,4.95,14.85,6,2,5,6
2010-01-17,rex cashcarry jumbo shopper,4,0.9500000000000001,3.8,5,0,8,5
2010-01-17,ribbon reel spots design,31,1.65,51.15,0,2,6,4
2010-01-17,round container set of 5 retrospot,14,1.65,23.1,6,2,5,6
2010-01-17,round snack boxes set 4 fruits,9,2.95,26.55,9,2,-1,4
2010-01-17,round snack boxes set4 woodland,22,2.95,64.9,9,2,-1,4
2010-01-17,scottie dog hot water bottle,6,4.95,29.7,12,1,-1,2
2010-01-17,set of 72 pink heart paper doilies,1,1.45,1.45,9,2,6,4
2010-01-17,set of 72 retro spot paper doilies,12,1.45,17.4,9,2,6,4
2010-01-17,set10 pink spotty party candles,86,1.25,107.5,3,0,7,7
2010-01-17,set2 red spotty tea towels,2,2.95,5.9,3,0,7,7
2010-01-17,set20 red spotty paper napkins,38,0.85,32.3,3,0,7,7
2010-01-17,set5 red spotty lid glass bowls,18,2.95,53.1,3,0,7,7
2010-01-17,set6 purple butterfly tlights,25,2.1,52.5,7,1,12,8
2010-01-17,set6 red spotty paper cups,12,0.65,7.8,3,0,7,7
2010-01-17,skull shoulder bag,121,1.5,181.5,8,0,8,1
2010-01-17,skulls water transfer tattoos,24,0.85,20.4,8,0,4,1
2010-01-17,small glass heart trinket pot,4,2.1,8.4,2,1,11,2
2010-01-17,strawberry ceramic trinket box,3,1.25,3.75,2,1,-1,2
2010-01-17,strawberry charlotte bag,20,0.85,17.0,5,0,8,5
2010-01-17,strawberry lunchbox with cutlery,9,2.55,22.95,9,2,6,4
2010-01-17,swallows greeting card,60,0.42,25.2,11,1,9,11
2010-01-17,tea time tea towels,2,2.95,5.9,9,0,-1,4
2010-01-17,toilet metal sign,11,0.55,6.05,4,4,0,0
2010-01-17,victorian sewing box large,1,12.75,12.75,2,1,-1,11
2010-01-17,vintage heads and tails card game,3,1.25,3.75,11,1,9,11
2010-01-17,vintage snap cards,3,0.85,2.55,11,1,-1,11
2010-01-17,vintage union jack bunting,15,8.5,127.5,11,1,-1,11
2010-01-17,vintage union jack cushion cover,15,4.95,74.25,11,1,9,11
2010-01-17,weekend bag vintage rose paisley,20,7.82,156.4,5,0,8,5
2010-01-17,white hanging heart tlight holder,157,2.77,434.89,7,1,12,8
2010-01-17,white spot red ceramic drawer knob,18,1.25,22.5,6,2,5,6
2010-01-17,wood 2 drawer cabinet white finish,24,5.12,122.88,0,1,3,10
2010-01-17,wood s3 cabinet ant white finish,20,6.95,139.0,0,1,3,10
2010-01-17,wooden box of dominoes,2,1.25,2.5,0,1,-1,10
2010-01-17,wooden frame antique white,38,2.62,99.56,0,1,3,10
2010-01-17,wooden happy birthday garland,2,1.69,3.38,0,1,3,10
2010-01-17,wooden picture frame white finish,183,2.21,404.43,0,1,3,10
2010-01-17,woodland charlotte bag,10,0.85,8.5,5,0,8,5
2010-01-17,world war 2 gliders asstd designs,48,0.21,10.08,11,1,9,11
2010-01-17,zinc metal heart decoration,28,1.25,35.0,7,1,12,8
2010-01-18,12 pencils small tube red spotty,4,0.97,3.88,3,0,7,7
2010-01-18,60 teatime fairy cake cases,85,0.76,64.6,1,3,2,9
2010-01-18,72 sweetheart fairy cake cases,117,0.73,85.41,1,3,2,9
2010-01-18,antique silver tea glass etched,61,1.67,101.87,0,1,-1,10
2010-01-18,assorted colour bird ornament,49,13.59,665.91,7,1,-1,8
2010-01-18,bag 500g swirly marbles,12,0.85,10.2,5,0,8,5
2010-01-18,baking set 9 piece retrospot,2,11.02,22.04,6,2,5,6
2010-01-18,bathroom metal sign,31,1.51,46.81,4,4,0,0
2010-01-18,beware of the cat metal sign,16,2.5300000000000002,40.48,4,4,0,0
2010-01-18,blue happy birthday bunting,13,6.5600000000000005,85.28,0,1,-1,10
2010-01-18,blue spotty cup,18,2.09,37.62,3,0,7,7
2010-01-18,box of 24 cocktail parasols,2,0.81,1.62,11,1,9,11
2010-01-18,ceramic cake bowl hanging cakes,10,9.04,90.4,7,1,12,8
2010-01-18,ceramic cake design spotted mug,3,3.36,10.08,6,2,5,6
2010-01-18,charlotte bag pinkwhite spots,33,1.26,41.58,5,0,8,5
2010-01-18,charlotte bag suki design,39,1.12,43.68,5,0,8,5
2010-01-18,childs apron spaceboy design,4,1.9500000000000002,7.8,8,-1,-1,1
2010-01-18,chocolate this way metal sign,9,3.51,31.59,4,4,0,0
2010-01-18,colour glass tlight holder hanging,9,2.86,25.74,7,1,12,8
2010-01-18,cook with wine metal sign,1,4.21,4.21,4,4,0,0
2010-01-18,cream cupid hearts coat hanger,23,3.75,86.25,7,1,12,8
2010-01-18,cream heart card holder,28,4.52,126.56,2,1,11,2
2010-01-18,door mat new england,5,8.46,42.3,10,5,1,3
2010-01-18,door mat union flag,5,6.75,33.75,10,5,1,3
2010-01-18,doormat hearts,3,10.16,30.48,10,5,1,3
2010-01-18,doormat union jack guns and roses,6,8.46,50.76,10,5,1,3
2010-01-18,edwardian parasol black,4,9.34,37.36,11,1,9,11
2010-01-18,fairy cake notebook a5 size,12,1.01,12.12,1,3,2,9
2010-01-18,fancy font birthday card,650,0.38,247.0,11,1,-1,11
